Jahr,KW,Datum,SKU,POS_ID,Warengruppe,Preis,EK,VK_UVP,Verkäufe,Lagerbestand,Deckungsbeitrag,RW,Kalenderwoche,Monat,Saison
2024,20,2024-05-13,TSHIRT095,POS001,T-Shirts,14.13,10.27,19.4,20,37,77.2,1.76,34,August,Sommer
2024,20,2024-05-13,TSHIRT096,POS001,T-Shirts,19.22,16.54,25.24,3,9,8.04,2.25,42,October,Winter
2024,20,2024-05-13,TSHIRT097,POS001,T-Shirts,22.54,15.58,29.11,25,59,174.0,2.27,44,October,Winter
2024,20,2024-05-13,TSHIRT098,POS001,T-Shirts,21.0,14.82,27.56,0,35,0.0,35.0,49,December,Winter
2024,20,2024-05-13,TSHIRT099,POS001,T-Shirts,12.67,11.44,17.76,16,40,19.68,2.35,40,September,Herbst
2024,20,2024-05-13,TSHIRT100,POS001,T-Shirts,22.11,19.3,31.15,17,22,47.77,1.22,11,March,Winter
2024,21,2024-05-20,TSHIRT001,POS001,T-Shirts,16.33,11.18,16.92,8,14,41.2,1.56,3,January,Winter
2024,21,2024-05-20,TSHIRT002,POS001,T-Shirts,18.66,11.59,19.86,2,19,14.14,6.33,6,February,Winter
2024,21,2024-05-20,TSHIRT003,POS001,T-Shirts,27.98,19.33,34.11,15,45,129.75,2.81,9,February,Winter
2024,21,2024-05-20,TSHIRT004,POS001,T-Shirts,29.09,19.52,33.92,0,1,0.0,1.0,6,February,Winter
2024,21,2024-05-20,TSHIRT005,POS001,T-Shirts,28.83,19.96,31.01,23,28,204.01,1.17,9,February,Winter
2024,21,2024-05-20,TSHIRT006,POS001,T-Shirts,18.78,15.9,23.85,13,52,37.44,3.71,39,September,Herbst
2024,21,2024-05-20,TSHIRT007,POS001,T-Shirts,14.82,11.41,21.13,12,27,40.92,2.08,31,July,Winter
2024,21,2024-05-20,TSHIRT008,POS001,T-Shirts,28.34,18.99,37.15,3,10,28.05,2.5,32,August,Sommer
2024,21,2024-05-20,TSHIRT009,POS001,T-Shirts,14.25,11.88,19.76,9,47,21.33,4.7,41,October,Winter
2024,21,2024-05-20,TSHIRT010,POS001,T-Shirts,28.55,17.84,34.4,17,31,182.07,1.72,50,December,Winter
2024,21,2024-05-20,TSHIRT011,POS001,T-Shirts,26.38,19.65,33.67,3,10,20.19,2.5,12,March,Winter
2024,21,2024-05-20,TSHIRT012,POS001,T-Shirts,21.14,14.83,22.55,14,32,88.34,2.13,8,February,Winter
2024,21,2024-05-20,TSHIRT013,POS001,T-Shirts,28.46,17.84,33.57,10,13,106.2,1.18,8,February,Winter
2024,21,2024-05-20,TSHIRT014,POS001,T-Shirts,26.8,17.33,29.24,2,11,18.94,3.67,50,December,Winter
2024,21,2024-05-20,TSHIRT015,POS001,T-Shirts,18.63,13.83,25.96,4,19,19.2,3.8,28,July,Winter
2024,21,2024-05-20,TSHIRT016,POS001,T-Shirts,24.17,15.08,27.72,25,29,227.25,1.12,20,May,Winter
2024,21,2024-05-20,TSHIRT017,POS001,T-Shirts,16.94,11.34,19.56,7,8,39.2,1.0,47,November,Herbst
2024,21,2024-05-20,TSHIRT018,POS001,T-Shirts,20.6,14.32,25.18,24,62,150.72,2.48,7,February,Winter
2024,21,2024-05-20,TSHIRT019,POS001,T-Shirts,24.03,15.69,24.32,20,55,166.8,2.62,11,March,Winter
2024,21,2024-05-20,TSHIRT020,POS001,T-Shirts,15.61,10.25,15.66,15,44,80.4,2.75,20,May,Winter
2024,21,2024-05-20,TSHIRT021,POS001,T-Shirts,25.12,16.32,25.51,23,35,202.4,1.46,16,April,Frühjahr
2024,21,2024-05-20,TSHIRT022,POS001,T-Shirts,13.79,10.17,15.33,0,13,0.0,13.0,4,January,Winter
2024,21,2024-05-20,TSHIRT023,POS001,T-Shirts,27.43,16.35,31.55,11,24,121.88,2.0,6,February,Winter
2024,21,2024-05-20,TSHIRT024,POS001,T-Shirts,29.52,19.52,29.81,2,5,20.0,1.67,22,May,Winter
2024,21,2024-05-20,TSHIRT025,POS001,T-Shirts,22.94,19.9,30.46,2,36,6.08,12.0,26,June,Winter
2024,21,2024-05-20,TSHIRT026,POS001,T-Shirts,33.01,17.51,33.66,19,47,294.5,2.35,3,January,Winter
2024,21,2024-05-20,TSHIRT027,POS001,T-Shirts,14.67,12.59,19.84,16,25,33.28,1.47,41,October,Winter
2024,21,2024-05-20,TSHIRT028,POS001,T-Shirts,22.72,13.84,22.73,12,16,106.56,1.23,42,October,Winter
2024,21,2024-05-20,TSHIRT029,POS001,T-Shirts,29.62,18.82,30.7,13,16,140.4,1.14,14,March,Winter
2024,21,2024-05-20,TSHIRT030,POS001,T-Shirts,17.57,10.27,19.92,6,23,43.8,3.29,11,March,Winter
2024,21,2024-05-20,TSHIRT031,POS001,T-Shirts,23.63,16.19,27.1,12,46,89.28,3.54,18,April,Frühjahr
2024,21,2024-05-20,TSHIRT032,POS001,T-Shirts,23.58,14.7,26.21,17,48,150.96,2.67,12,March,Winter
2024,21,2024-05-20,TSHIRT033,POS001,T-Shirts,25.39,15.58,30.44,16,56,156.96,3.29,23,June,Winter
2024,21,2024-05-20,TSHIRT034,POS001,T-Shirts,19.3,11.03,19.55,15,47,124.05,2.94,12,March,Winter
2024,21,2024-05-20,TSHIRT035,POS001,T-Shirts,17.34,10.42,18.91,2,31,13.84,10.33,13,March,Winter
2024,21,2024-05-20,TSHIRT036,POS001,T-Shirts,28.67,17.41,31.38,5,38,56.3,6.33,25,June,Winter
2024,21,2024-05-20,TSHIRT037,POS001,T-Shirts,28.43,19.08,36.72,0,35,0.0,35.0,45,November,Herbst
2024,21,2024-05-20,TSHIRT038,POS001,T-Shirts,15.88,11.13,22.17,12,29,57.0,2.23,19,May,Winter
2024,21,2024-05-20,TSHIRT039,POS001,T-Shirts,26.25,16.62,29.01,2,12,19.26,4.0,46,November,Herbst
2024,21,2024-05-20,TSHIRT040,POS001,T-Shirts,22.4,15.83,28.59,21,30,137.97,1.36,36,September,Herbst
2024,21,2024-05-20,TSHIRT041,POS001,T-Shirts,13.08,11.32,17.01,10,23,17.6,2.09,45,November,Herbst
2024,21,2024-05-20,TSHIRT042,POS001,T-Shirts,21.02,16.52,28.62,10,20,45.0,1.82,8,February,Winter
2024,21,2024-05-20,TSHIRT043,POS001,T-Shirts,17.89,12.02,18.13,14,45,82.18,3.0,29,July,Winter
2024,21,2024-05-20,TSHIRT044,POS001,T-Shirts,26.08,16.86,29.85,24,37,221.28,1.48,32,August,Sommer
2024,21,2024-05-20,TSHIRT045,POS001,T-Shirts,17.32,12.28,21.77,16,50,80.64,2.94,44,October,Winter
2024,21,2024-05-20,TSHIRT046,POS001,T-Shirts,24.36,16.36,31.99,4,20,32.0,4.0,18,April,Frühjahr
2024,21,2024-05-20,TSHIRT047,POS001,T-Shirts,17.24,11.62,17.77,21,54,118.02,2.45,6,February,Winter
2024,21,2024-05-20,TSHIRT048,POS001,T-Shirts,24.99,15.63,26.87,6,9,56.16,1.29,18,April,Frühjahr
2024,21,2024-05-20,TSHIRT049,POS001,T-Shirts,28.09,16.46,32.75,8,42,93.04,4.67,19,May,Winter
2024,21,2024-05-20,TSHIRT050,POS001,T-Shirts,14.14,10.18,18.72,11,41,43.56,3.42,22,May,Winter
2024,21,2024-05-20,TSHIRT051,POS001,T-Shirts,28.32,15.46,29.17,17,41,218.62,2.28,37,September,Herbst
2024,21,2024-05-20,TSHIRT052,POS001,T-Shirts,20.46,10.51,20.65,3,43,29.85,10.75,32,August,Sommer
2024,21,2024-05-20,TSHIRT053,POS001,T-Shirts,27.97,19.42,33.15,3,19,25.65,4.75,41,October,Winter
2024,21,2024-05-20,TSHIRT054,POS001,T-Shirts,19.53,13.01,21.7,2,16,13.04,5.33,3,January,Winter
2024,21,2024-05-20,TSHIRT055,POS001,T-Shirts,23.77,13.93,24.45,25,50,246.0,1.92,28,July,Winter
2024,21,2024-05-20,TSHIRT056,POS001,T-Shirts,27.99,17.87,31.84,21,23,212.52,1.05,10,March,Winter
2024,21,2024-05-20,TSHIRT057,POS001,T-Shirts,14.17,12.13,19.07,19,46,38.76,2.3,35,August,Sommer
2024,21,2024-05-20,TSHIRT058,POS001,T-Shirts,17.4,10.68,21.24,18,51,120.96,2.68,29,July,Winter
2024,21,2024-05-20,TSHIRT059,POS001,T-Shirts,14.64,11.18,18.78,14,19,48.44,1.27,15,April,Frühjahr
2024,21,2024-05-20,TSHIRT060,POS001,T-Shirts,14.78,10.49,20.95,9,33,38.61,3.3,33,August,Sommer
2024,21,2024-05-20,TSHIRT061,POS001,T-Shirts,19.6,16.31,25.81,10,16,32.9,1.45,7,February,Winter
2024,21,2024-05-20,TSHIRT062,POS001,T-Shirts,15.27,11.31,19.6,16,21,63.36,1.24,12,March,Winter
2024,21,2024-05-20,TSHIRT063,POS001,T-Shirts,13.17,10.67,18.01,1,25,2.5,12.5,49,December,Winter
2024,21,2024-05-20,TSHIRT064,POS001,T-Shirts,18.35,11.45,19.43,15,52,103.5,3.25,30,July,Winter
2024,21,2024-05-20,TSHIRT065,POS001,T-Shirts,13.77,10.98,18.68,25,65,69.75,2.5,21,May,Winter
2024,21,2024-05-20,TSHIRT066,POS001,T-Shirts,27.95,17.46,32.39,18,47,188.82,2.47,31,July,Winter
2024,21,2024-05-20,TSHIRT067,POS001,T-Shirts,23.96,14.29,27.1,9,28,87.03,2.8,24,June,Winter
2024,21,2024-05-20,TSHIRT068,POS001,T-Shirts,28.38,19.18,36.13,12,32,110.4,2.46,20,May,Winter
2024,21,2024-05-20,TSHIRT069,POS001,T-Shirts,27.49,19.05,32.57,21,60,177.24,2.73,37,September,Herbst
2024,21,2024-05-20,TSHIRT070,POS001,T-Shirts,15.13,10.45,18.34,13,43,60.84,3.07,4,January,Winter
2024,21,2024-05-20,TSHIRT071,POS001,T-Shirts,15.53,11.93,18.3,0,14,0.0,14.0,28,July,Winter
2024,21,2024-05-20,TSHIRT072,POS001,T-Shirts,32.1,18.52,34.55,13,30,176.54,2.14,44,October,Winter
2024,21,2024-05-20,TSHIRT073,POS001,T-Shirts,18.73,13.47,21.37,18,31,94.68,1.63,20,May,Winter
2024,21,2024-05-20,TSHIRT074,POS001,T-Shirts,23.27,18.18,29.54,21,60,106.89,2.73,24,June,Winter
2024,21,2024-05-20,TSHIRT075,POS001,T-Shirts,20.73,13.89,26.51,19,29,129.96,1.45,50,December,Winter
2024,21,2024-05-20,TSHIRT076,POS001,T-Shirts,27.46,17.59,32.52,13,23,128.31,1.64,49,December,Winter
2024,21,2024-05-20,TSHIRT077,POS001,T-Shirts,30.44,17.87,31.72,12,51,150.84,3.92,32,August,Sommer
2024,21,2024-05-20,TSHIRT078,POS001,T-Shirts,32.19,18.76,34.46,15,20,201.45,1.25,41,October,Winter
2024,21,2024-05-20,TSHIRT079,POS001,T-Shirts,19.74,16.14,26.47,6,19,21.6,2.71,36,September,Herbst
2024,21,2024-05-20,TSHIRT080,POS001,T-Shirts,17.85,12.58,21.36,24,57,126.48,2.28,34,August,Sommer
2024,21,2024-05-20,TSHIRT081,POS001,T-Shirts,25.89,16.39,26.74,25,64,237.5,2.46,36,September,Herbst
2024,21,2024-05-20,TSHIRT082,POS001,T-Shirts,13.09,11.17,18.01,21,40,40.32,1.82,2,January,Winter
2024,21,2024-05-20,TSHIRT083,POS001,T-Shirts,20.02,12.43,20.54,18,30,136.62,1.58,15,April,Frühjahr
2024,21,2024-05-20,TSHIRT084,POS001,T-Shirts,16.71,10.35,17.27,24,24,152.64,0.96,34,August,Sommer
2024,21,2024-05-20,TSHIRT085,POS001,T-Shirts,16.14,10.84,19.58,19,42,100.7,2.1,36,September,Herbst
2024,21,2024-05-20,TSHIRT086,POS001,T-Shirts,31.5,17.57,34.01,2,38,27.86,12.67,6,February,Winter
2024,21,2024-05-20,TSHIRT087,POS001,T-Shirts,18.67,13.13,21.64,6,22,33.24,3.14,39,September,Herbst
2024,21,2024-05-20,TSHIRT088,POS001,T-Shirts,20.66,13.4,26.62,11,23,79.86,1.92,42,October,Winter
2024,21,2024-05-20,TSHIRT089,POS001,T-Shirts,15.78,11.75,21.09,10,36,40.3,3.27,12,March,Winter
2024,21,2024-05-20,TSHIRT090,POS001,T-Shirts,28.08,17.71,32.34,9,32,93.33,3.2,3,January,Winter
2024,21,2024-05-20,TSHIRT091,POS001,T-Shirts,14.54,10.67,18.13,4,5,15.48,1.0,45,November,Herbst
2024,21,2024-05-20,TSHIRT092,POS001,T-Shirts,17.5,12.0,18.89,18,26,99.0,1.37,18,April,Frühjahr
2024,21,2024-05-20,TSHIRT093,POS001,T-Shirts,16.9,10.03,19.15,15,35,103.05,2.19,40,September,Herbst
2024,21,2024-05-20,TSHIRT094,POS001,T-Shirts,19.75,14.99,25.56,19,19,90.44,0.95,21,May,Winter
2024,21,2024-05-20,TSHIRT095,POS001,T-Shirts,20.85,16.08,24.56,21,29,100.17,1.32,15,April,Frühjahr
2024,21,2024-05-20,TSHIRT096,POS001,T-Shirts,21.48,15.99,26.97,18,28,98.82,1.47,33,August,Sommer
2024,21,2024-05-20,TSHIRT097,POS001,T-Shirts,21.95,14.52,22.63,20,32,148.6,1.52,35,August,Sommer
2024,21,2024-05-20,TSHIRT098,POS001,T-Shirts,21.63,19.04,30.18,21,47,54.39,2.14,26,June,Winter
2024,21,2024-05-20,TSHIRT099,POS001,T-Shirts,14.57,10.69,20.58,11,48,42.68,4.0,8,February,Winter
2024,21,2024-05-20,TSHIRT100,POS001,T-Shirts,19.27,11.19,20.97,2,31,16.16,10.33,36,September,Herbst
2024,22,2024-05-27,TSHIRT001,POS001,T-Shirts,14.55,10.75,19.28,0,22,0.0,22.0,48,November,Herbst
2024,22,2024-05-27,TSHIRT002,POS001,T-Shirts,22.51,13.71,24.13,7,41,61.6,5.12,30,July,Winter
2024,22,2024-05-27,TSHIRT003,POS001,T-Shirts,17.85,11.99,18.59,24,47,140.64,1.88,23,June,Winter
2024,22,2024-05-27,TSHIRT004,POS001,T-Shirts,27.39,16.89,27.64,24,53,252.0,2.12,42,October,Winter
2024,22,2024-05-27,TSHIRT005,POS001,T-Shirts,34.27,18.77,35.64,16,49,248.0,2.88,44,October,Winter
2024,22,2024-05-27,TSHIRT006,POS001,T-Shirts,25.32,14.64,28.11,16,28,170.88,1.65,14,March,Winter
2024,22,2024-05-27,TSHIRT007,POS001,T-Shirts,22.12,13.36,23.5,19,27,166.44,1.35,14,March,Winter
2024,22,2024-05-27,TSHIRT008,POS001,T-Shirts,16.3,11.7,19.63,15,26,69.0,1.62,2,January,Winter
2024,22,2024-05-27,TSHIRT009,POS001,T-Shirts,19.33,12.04,23.58,9,46,65.61,4.6,37,September,Herbst
2024,22,2024-05-27,TSHIRT010,POS001,T-Shirts,16.48,10.94,20.54,11,16,60.94,1.33,5,January,Winter
2024,22,2024-05-27,TSHIRT011,POS001,T-Shirts,20.01,15.94,26.42,4,29,16.28,5.8,38,September,Herbst
2024,22,2024-05-27,TSHIRT012,POS001,T-Shirts,16.28,10.21,17.14,4,35,24.28,7.0,45,November,Herbst
2024,22,2024-05-27,TSHIRT013,POS001,T-Shirts,19.49,13.54,21.56,8,21,47.6,2.33,41,October,Winter
2024,22,2024-05-27,TSHIRT014,POS001,T-Shirts,22.23,15.32,27.76,16,47,110.56,2.76,47,November,Herbst
2024,22,2024-05-27,TSHIRT015,POS001,T-Shirts,18.64,15.68,24.82,24,41,71.04,1.64,14,March,Winter
2024,22,2024-05-27,TSHIRT016,POS001,T-Shirts,21.57,14.95,22.82,24,24,158.88,0.96,39,September,Herbst
2024,22,2024-05-27,TSHIRT017,POS001,T-Shirts,29.78,19.92,38.58,6,40,59.16,5.71,25,June,Winter
2024,22,2024-05-27,TSHIRT018,POS001,T-Shirts,21.94,14.84,25.49,20,46,142.0,2.19,20,May,Winter
2024,22,2024-05-27,TSHIRT019,POS001,T-Shirts,25.17,16.45,27.7,23,28,200.56,1.17,2,January,Winter
2024,22,2024-05-27,TSHIRT020,POS001,T-Shirts,18.23,11.82,19.18,0,13,0.0,13.0,39,September,Herbst
2024,22,2024-05-27,TSHIRT021,POS001,T-Shirts,17.03,14.84,22.35,7,7,15.33,0.88,6,February,Winter
2024,22,2024-05-27,TSHIRT022,POS001,T-Shirts,22.19,16.65,29.59,14,38,77.56,2.53,17,April,Frühjahr
2024,22,2024-05-27,TSHIRT023,POS001,T-Shirts,15.45,13.43,20.27,16,46,32.32,2.71,25,June,Winter
2024,22,2024-05-27,TSHIRT024,POS001,T-Shirts,21.17,15.97,24.81,0,9,0.0,9.0,28,July,Winter
2024,22,2024-05-27,TSHIRT025,POS001,T-Shirts,22.83,15.93,27.66,2,15,13.8,5.0,2,January,Winter
2024,22,2024-05-27,TSHIRT026,POS001,T-Shirts,29.96,17.02,32.46,23,36,297.62,1.5,35,August,Sommer
2024,22,2024-05-27,TSHIRT027,POS001,T-Shirts,14.61,11.17,18.3,25,39,86.0,1.5,37,September,Herbst
2024,22,2024-05-27,TSHIRT028,POS001,T-Shirts,25.54,13.71,27.19,12,15,141.96,1.15,5,January,Winter
2024,22,2024-05-27,TSHIRT029,POS001,T-Shirts,23.54,14.08,23.72,8,23,75.68,2.56,1,December,Winter
2024,22,2024-05-27,TSHIRT030,POS001,T-Shirts,21.3,12.69,22.24,6,28,51.66,4.0,40,September,Herbst
2024,22,2024-05-27,TSHIRT031,POS001,T-Shirts,14.47,12.98,19.58,12,47,17.88,3.62,12,March,Winter
2024,22,2024-05-27,TSHIRT032,POS001,T-Shirts,23.29,16.81,32.0,14,32,90.72,2.13,36,September,Herbst
2024,22,2024-05-27,TSHIRT033,POS001,T-Shirts,20.73,14.47,24.88,10,29,62.6,2.64,45,November,Herbst
2024,22,2024-05-27,TSHIRT034,POS001,T-Shirts,28.27,16.74,29.55,19,32,219.07,1.6,23,June,Winter
2024,22,2024-05-27,TSHIRT035,POS001,T-Shirts,20.53,12.06,20.91,4,35,33.88,7.0,47,November,Herbst
2024,22,2024-05-27,TSHIRT036,POS001,T-Shirts,17.16,12.16,21.75,10,34,50.0,3.09,31,July,Winter
2024,22,2024-05-27,TSHIRT037,POS001,T-Shirts,15.95,10.77,21.14,19,25,98.42,1.25,11,March,Winter
2024,22,2024-05-27,TSHIRT038,POS001,T-Shirts,16.4,11.84,22.51,16,26,72.96,1.53,10,March,Winter
2024,22,2024-05-27,TSHIRT039,POS001,T-Shirts,18.06,13.87,21.27,7,39,29.33,4.88,3,January,Winter
2024,22,2024-05-27,TSHIRT040,POS001,T-Shirts,35.02,19.32,35.38,15,22,235.5,1.38,14,March,Winter
2024,22,2024-05-27,TSHIRT041,POS001,T-Shirts,18.66,15.55,24.32,17,40,52.87,2.22,16,April,Frühjahr
2024,22,2024-05-27,TSHIRT042,POS001,T-Shirts,19.46,14.59,25.55,11,36,53.57,3.0,10,March,Winter
2024,22,2024-05-27,TSHIRT043,POS001,T-Shirts,25.69,15.83,28.57,7,27,69.02,3.38,29,July,Winter
2024,22,2024-05-27,TSHIRT044,POS001,T-Shirts,27.29,19.85,32.57,11,46,81.84,3.83,10,March,Winter
2024,22,2024-05-27,TSHIRT045,POS001,T-Shirts,12.87,10.29,17.39,17,35,43.86,1.94,12,March,Winter
2024,22,2024-05-27,TSHIRT046,POS001,T-Shirts,17.32,11.29,20.64,10,15,60.3,1.36,30,July,Winter
2024,22,2024-05-27,TSHIRT047,POS001,T-Shirts,25.44,17.18,28.67,18,45,148.68,2.37,41,October,Winter
2024,22,2024-05-27,TSHIRT048,POS001,T-Shirts,13.93,10.36,15.78,20,43,71.4,2.05,1,December,Winter
2024,22,2024-05-27,TSHIRT049,POS001,T-Shirts,29.6,19.03,34.78,5,26,52.85,4.33,5,January,Winter
2024,22,2024-05-27,TSHIRT050,POS001,T-Shirts,28.76,17.97,31.16,24,32,258.96,1.28,20,May,Winter
2024,22,2024-05-27,TSHIRT051,POS001,T-Shirts,15.84,10.84,21.18,10,40,50.0,3.64,8,February,Winter
2024,22,2024-05-27,TSHIRT052,POS001,T-Shirts,21.41,15.17,24.31,7,35,43.68,4.38,43,October,Winter
2024,22,2024-05-27,TSHIRT053,POS001,T-Shirts,31.06,19.85,31.36,21,34,235.41,1.55,12,March,Winter
2024,22,2024-05-27,TSHIRT054,POS001,T-Shirts,16.7,13.65,22.36,22,34,67.1,1.48,1,December,Winter
2024,22,2024-05-27,TSHIRT055,POS001,T-Shirts,14.15,10.09,16.3,9,46,36.54,4.6,20,May,Winter
2024,22,2024-05-27,TSHIRT056,POS001,T-Shirts,14.69,12.88,19.58,13,27,23.53,1.93,28,July,Winter
2024,22,2024-05-27,TSHIRT057,POS001,T-Shirts,25.39,19.07,28.87,4,29,25.28,5.8,43,October,Winter
2024,22,2024-05-27,TSHIRT058,POS001,T-Shirts,27.63,15.77,30.45,24,47,284.64,1.88,37,September,Herbst
2024,22,2024-05-27,TSHIRT059,POS001,T-Shirts,23.41,15.47,25.13,21,29,166.74,1.32,47,November,Herbst
2024,22,2024-05-27,TSHIRT060,POS001,T-Shirts,22.06,13.96,27.77,15,42,121.5,2.62,37,September,Herbst
2024,22,2024-05-27,TSHIRT061,POS001,T-Shirts,15.52,10.84,19.82,19,45,88.92,2.25,12,March,Winter
2024,22,2024-05-27,TSHIRT062,POS001,T-Shirts,20.52,14.99,23.84,8,38,44.24,4.22,37,September,Herbst
2024,22,2024-05-27,TSHIRT063,POS001,T-Shirts,22.19,14.39,27.4,17,56,132.6,3.11,49,December,Winter
2024,22,2024-05-27,TSHIRT064,POS001,T-Shirts,21.32,14.53,25.93,19,38,129.01,1.9,49,December,Winter
2024,22,2024-05-27,TSHIRT065,POS001,T-Shirts,22.32,11.78,22.97,19,19,200.26,0.95,44,October,Winter
2024,22,2024-05-27,TSHIRT066,POS001,T-Shirts,21.76,17.91,28.49,11,28,42.35,2.33,28,July,Winter
2024,22,2024-05-27,TSHIRT067,POS001,T-Shirts,22.07,17.5,30.39,6,36,27.42,5.14,47,November,Herbst
2024,22,2024-05-27,TSHIRT068,POS001,T-Shirts,24.75,16.35,24.9,6,30,50.4,4.29,15,April,Frühjahr
2024,22,2024-05-27,TSHIRT069,POS001,T-Shirts,34.49,18.34,35.55,0,15,0.0,15.0,6,February,Winter
2024,22,2024-05-27,TSHIRT070,POS001,T-Shirts,29.58,16.6,29.79,10,20,129.8,1.82,44,October,Winter
2024,22,2024-05-27,TSHIRT071,POS001,T-Shirts,24.81,17.06,30.04,19,44,147.25,2.2,20,May,Winter
2024,22,2024-05-27,TSHIRT072,POS001,T-Shirts,19.69,13.54,26.59,16,46,98.4,2.71,50,December,Winter
2024,22,2024-05-27,TSHIRT073,POS001,T-Shirts,19.56,16.6,25.22,14,48,41.44,3.2,14,March,Winter
2024,22,2024-05-27,TSHIRT074,POS001,T-Shirts,22.27,14.78,23.9,15,23,112.35,1.44,2,January,Winter
2024,22,2024-05-27,TSHIRT075,POS001,T-Shirts,13.38,11.26,18.93,24,27,50.88,1.08,9,February,Winter
2024,22,2024-05-27,TSHIRT076,POS001,T-Shirts,26.35,16.43,30.4,21,35,208.32,1.59,37,September,Herbst
2024,22,2024-05-27,TSHIRT077,POS001,T-Shirts,28.5,16.95,32.49,20,43,231.0,2.05,20,May,Winter
2024,22,2024-05-27,TSHIRT078,POS001,T-Shirts,19.69,13.83,21.94,17,33,99.62,1.83,26,June,Winter
2024,22,2024-05-27,TSHIRT079,POS001,T-Shirts,16.96,11.52,20.48,16,19,87.04,1.12,29,July,Winter
2024,22,2024-05-27,TSHIRT080,POS001,T-Shirts,23.27,16.06,29.61,15,39,108.15,2.44,1,December,Winter
2024,22,2024-05-27,TSHIRT081,POS001,T-Shirts,15.49,10.65,20.8,13,27,62.92,1.93,35,August,Sommer
2024,22,2024-05-27,TSHIRT082,POS001,T-Shirts,26.29,17.81,28.19,10,40,84.8,3.64,6,February,Winter
2024,22,2024-05-27,TSHIRT083,POS001,T-Shirts,16.77,11.4,21.5,5,44,26.85,7.33,37,September,Herbst
2024,22,2024-05-27,TSHIRT084,POS001,T-Shirts,24.87,18.27,31.65,7,33,46.2,4.12,5,January,Winter
2024,22,2024-05-27,TSHIRT085,POS001,T-Shirts,16.35,12.28,18.81,22,45,89.54,1.96,33,August,Sommer
2024,22,2024-05-27,TSHIRT086,POS001,T-Shirts,26.92,19.08,34.26,21,28,164.64,1.27,49,December,Winter
2024,22,2024-05-27,TSHIRT087,POS001,T-Shirts,20.95,14.44,23.22,16,49,104.16,2.88,14,March,Winter
2024,22,2024-05-27,TSHIRT088,POS001,T-Shirts,29.75,19.78,31.68,8,24,79.76,2.67,12,March,Winter
2024,22,2024-05-27,TSHIRT089,POS001,T-Shirts,32.27,19.38,33.54,5,29,64.45,4.83,42,October,Winter
2024,22,2024-05-27,TSHIRT090,POS001,T-Shirts,13.07,11.0,18.17,14,32,28.98,2.13,20,May,Winter
2024,22,2024-05-27,TSHIRT091,POS001,T-Shirts,27.31,17.55,34.06,9,37,87.84,3.7,50,December,Winter
2024,22,2024-05-27,TSHIRT092,POS001,T-Shirts,26.02,18.23,29.99,22,40,171.38,1.74,24,June,Winter
2024,22,2024-05-27,TSHIRT093,POS001,T-Shirts,26.43,17.28,28.15,22,39,201.3,1.7,43,October,Winter
2024,22,2024-05-27,TSHIRT094,POS001,T-Shirts,26.88,19.91,35.71,17,19,118.49,1.06,34,August,Sommer
2024,22,2024-05-27,TSHIRT095,POS001,T-Shirts,28.39,16.18,28.83,23,32,280.83,1.33,25,June,Winter
2024,22,2024-05-27,TSHIRT096,POS001,T-Shirts,14.3,12.03,19.27,25,25,56.75,0.96,50,December,Winter
2024,22,2024-05-27,TSHIRT097,POS001,T-Shirts,15.05,10.03,16.88,21,33,105.42,1.5,29,July,Winter
2024,22,2024-05-27,TSHIRT098,POS001,T-Shirts,28.34,19.5,34.55,13,19,114.92,1.36,39,September,Herbst
2024,22,2024-05-27,TSHIRT099,POS001,T-Shirts,34.07,19.32,34.31,7,35,103.25,4.38,31,July,Winter
2024,22,2024-05-27,TSHIRT100,POS001,T-Shirts,14.01,10.33,18.4,20,32,73.6,1.52,47,November,Herbst
2024,23,2024-06-03,TSHIRT001,POS001,T-Shirts,27.06,16.41,28.07,5,40,53.25,6.67,43,October,Winter
2024,23,2024-06-03,TSHIRT002,POS001,T-Shirts,13.57,10.55,16.62,3,35,9.06,8.75,50,December,Winter
2024,23,2024-06-03,TSHIRT003,POS001,T-Shirts,30.53,19.6,38.86,23,58,251.39,2.42,23,June,Winter
2024,23,2024-06-03,TSHIRT004,POS001,T-Shirts,21.58,14.57,27.68,9,36,63.09,3.6,44,October,Winter
2024,23,2024-06-03,TSHIRT005,POS001,T-Shirts,36.35,19.63,37.49,11,15,183.92,1.25,38,September,Herbst
2024,23,2024-06-03,TSHIRT006,POS001,T-Shirts,23.22,14.73,28.5,10,17,84.9,1.55,20,May,Winter
2024,23,2024-06-03,TSHIRT007,POS001,T-Shirts,21.21,15.98,24.69,23,34,120.29,1.42,23,June,Winter
2024,23,2024-06-03,TSHIRT008,POS001,T-Shirts,15.33,11.26,17.97,1,28,4.07,14.0,45,November,Herbst
2024,23,2024-06-03,TSHIRT009,POS001,T-Shirts,19.63,12.96,21.83,2,38,13.34,12.67,16,April,Frühjahr
2024,23,2024-06-03,TSHIRT010,POS001,T-Shirts,28.22,17.45,33.27,23,43,247.71,1.79,50,December,Winter
2024,23,2024-06-03,TSHIRT011,POS001,T-Shirts,22.07,16.07,29.84,7,34,42.0,4.25,42,October,Winter
2024,23,2024-06-03,TSHIRT012,POS001,T-Shirts,33.87,17.9,35.12,18,39,287.46,2.05,8,February,Winter
2024,23,2024-06-03,TSHIRT013,POS001,T-Shirts,16.16,10.9,20.91,15,36,78.9,2.25,50,December,Winter
